customer_id,billing_date,payment_date,payment_value,record_type
C-0016,2022-06-03,2022-06-03,620.23,payment
C-0016,2022-07-03,2022-07-03,620.23,payment
C-0016,2022-08-03,2022-08-03,620.23,payment
C-0016,2022-09-03,2022-09-03,620.23,payment
C-0016,2022-10-03,2022-10-03,620.23,payment
C-0016,2022-11-03,2022-11-03,620.23,payment
C-0016,2022-12-03,2022-12-03,620.23,payment
C-0016,2023-01-03,2023-01-03,620.23,payment
C-0016,2023-02-03,2023-02-03,620.23,payment
C-0016,2023-03-03,2023-03-03,620.23,payment
C-0016,2023-04-03,2023-04-03,620.23,payment
C-0016,2023-05-03,2023-05-03,620.23,payment
C-0016,2023-06-03,2023-06-09,620.23,payment
C-0016,2023-07-03,2023-07-03,620.23,payment
C-0016,2023-08-03,2023-08-03,620.23,payment
C-0016,2023-09-03,2023-09-03,620.23,payment
C-0016,2023-10-03,2023-10-03,620.23,payment
C-0016,2023-11-03,2023-11-03,620.23,payment
C-0016,2023-12-03,2023-12-03,620.23,payment
C-0016,2024-01-03,2024-01-03,620.23,payment
C-0016,2024-02-03,2024-02-03,620.23,payment
C-0016,2024-03-03,2024-03-03,620.23,payment
C-0016,2024-04-03,2024-04-03,620.23,payment
C-0016,2024-05-03,2024-05-03,620.23,payment
C-0016,2024-06-03,2024-06-03,620.23,payment
C-0016,2024-07-03,2024-07-03,620.23,payment
C-0016,2024-08-03,2024-08-03,620.23,payment
C-0016,2024-09-03,2024-09-03,620.23,payment
C-0016,2024-10-03,2024-10-03,620.23,payment
C-0016,2024-11-03,2024-11-03,620.23,payment
C-0016,2024-12-03,2024-12-03,620.23,payment
C-0017,2024-12-01,2024-12-03,654.36,payment
C-0017,2024-12-01,2024-12-03,654.36,dunning
C-0017,2024-12-01,2024-12-05,654.36,dunning
C-0018,2024-12-01,2024-12-09,168.12,dunning
C-0018,2024-12-01,2024-12-11,168.12,dunning
C-0018,2024-12-01,2024-12-11,168.12,dunning
C-0018,2024-12-01,2024-12-13,168.12,dunning
C-0018,2024-12-01,2024-12-16,168.12,payment
C-0019,2021-08-31,2021-09-13,607.44,payment
C-0019,2021-10-01,2021-10-01,607.44,payment
C-0019,2021-10-31,2021-10-31,607.44,payment
C-0019,2021-12-01,2021-12-16,607.44,payment
C-0019,2021-12-31,2021-12-31,607.44,payment
C-0019,2022-01-31,2022-01-31,607.44,payment
C-0019,2022-03-03,2022-03-03,607.44,payment
C-0019,2022-03-31,2022-04-06,607.44,payment
C-0019,2022-05-01,2022-05-01,607.44,payment
C-0019,2022-05-31,2022-05-31,607.44,payment
C-0019,2022-07-01,2022-07-01,607.44,payment
C-0019,2022-07-31,2022-07-31,607.44,payment
C-0019,2022-08-31,2022-08-31,607.44,payment
C-0019,2022-10-01,2022-10-01,607.44,payment
C-0019,2022-10-31,2022-10-31,607.44,payment
C-0019,2022-12-01,2022-12-01,607.44,payment
C-0019,2022-12-31,2022-12-31,607.44,payment
C-0019,2023-01-31,2023-01-31,607.44,payment
C-0019,2023-03-03,2023-03-03,607.44,payment
C-0019,2023-03-31,2023-03-31,607.44,payment
C-0019,2023-05-01,2023-05-01,607.44,payment
C-0019,2023-05-31,2023-05-31,607.44,payment
C-0019,2023-07-01,2023-07-01,607.44,payment
C-0019,2023-07-31,2023-07-31,607.44,payment
C-0019,2023-08-31,2023-08-31,607.44,payment
C-0019,2023-10-01,2023-10-01,607.44,payment
C-0019,2023-10-31,2023-10-31,607.44,payment
C-0019,2023-12-01,2023-12-01,607.44,payment
C-0019,2023-12-31,2023-12-31,607.44,payment
C-0019,2024-01-31,2024-01-31,607.44,payment
C-0019,2024-03-02,2024-03-02,607.44,payment
C-0019,2024-03-31,2024-03-31,607.44,payment
C-0019,2024-05-01,2024-05-01,607.44,payment
C-0019,2024-05-31,2024-05-31,607.44,payment
C-0019,2024-07-01,2024-07-01,607.44,payment
C-0019,2024-07-31,2024-08-07,607.44,payment
C-0019,2024-08-31,2024-08-31,607.44,payment
C-0019,2024-10-01,2024-10-01,607.44,payment
C-0019,2024-10-31,2024-10-31,607.44,payment
C-0019,2024-12-01,2024-12-01,607.44,payment
C-0020,2021-05-31,2021-06-14,738.12,payment
C-0020,2022-05-31,2022-06-12,738.12,payment
C-0020,2023-05-31,2023-06-13,738.12,payment
C-0020,2024-05-31,2024-06-07,738.12,payment
C-0020,2024-05-31,2024-06-13,738.12,dunning
C-0021,2022-10-01,2022-10-01,64.66,payment
C-0021,2022-11-01,2022-11-01,64.66,payment
C-0021,2022-12-01,2022-12-01,64.66,payment
C-0021,2023-01-01,2023-01-01,64.66,payment
C-0021,2023-02-01,2023-02-10,64.66,payment
C-0021,2023-03-01,2023-03-01,64.66,payment
C-0021,2023-04-01,2023-04-01,64.66,payment
C-0021,2023-05-01,2023-05-01,64.66,payment
C-0021,2023-06-01,2023-06-01,64.66,payment
C-0021,2023-07-01,2023-07-01,64.66,payment
C-0021,2023-08-01,2023-08-02,64.66,payment
C-0021,2023-09-01,2023-09-01,64.66,payment
C-0021,2023-10-01,2023-10-01,64.66,payment
C-0021,2023-11-01,2023-11-01,64.66,payment
C-0021,2023-12-01,2023-12-01,64.66,payment
C-0021,2024-01-01,2024-01-01,64.66,payment
C-0021,2024-02-01,2024-02-01,64.66,payment
C-0021,2024-03-01,2024-03-01,64.66,payment
C-0021,2024-04-01,2024-04-01,64.66,payment
C-0021,2024-05-01,2024-05-01,64.66,payment
C-0021,2024-06-01,2024-06-01,64.66,payment
C-0021,2024-07-01,2024-07-08,64.66,payment
C-0021,2024-08-01,2024-08-01,64.66,payment
C-0021,2024-09-01,2024-09-01,64.66,payment
C-0021,2024-10-01,2024-10-01,64.66,payment
C-0021,2024-11-01,2024-11-01,64.66,payment
C-0021,2024-12-01,2024-12-01,64.66,payment
C-0022,2023-12-31,2024-01-03,123.17,payment
C-0022,2024-01-31,2024-01-31,123.17,payment
C-0022,2024-03-02,2024-03-02,123.17,payment
C-0022,2024-03-31,2024-03-31,123.17,payment
C-0022,2024-05-01,2024-05-01,123.17,payment
C-0022,2024-05-31,2024-05-31,123.17,payment
C-0022,2024-07-01,2024-07-01,123.17,payment
C-0022,2024-07-31,2024-08-12,123.17,payment
C-0022,2024-08-31,2024-09-07,123.17,payment
C-0022,2024-10-01,2024-10-01,123.17,payment
C-0022,2024-10-31,2024-10-31,123.17,payment
C-0022,2024-12-01,2024-12-01,123.17,payment
C-0023,2024-07-01,2024-07-01,4829.78,payment
C-0023,2024-08-01,2024-08-01,4829.78,payment
C-0023,2024-09-01,2024-09-01,4829.78,payment
C-0023,2024-10-01,2024-10-01,4829.78,payment
C-0023,2024-11-01,2024-11-01,4829.78,payment
C-0023,2024-12-01,2024-12-01,4829.78,payment
C-0024,2023-03-31,2023-03-31,418.88,payment
C-0024,2023-05-01,2023-05-01,418.88,payment
C-0024,2023-05-31,2023-05-31,418.88,payment
C-0024,2023-07-01,2023-07-05,418.88,payment
C-0024,2023-07-31,2023-08-08,418.88,payment
C-0024,2023-08-31,2023-08-31,418.88,payment
C-0024,2023-10-01,2023-10-01,418.88,payment
C-0024,2023-10-31,2023-11-14,418.88,payment
C-0024,2023-12-01,2023-12-01,418.88,payment
C-0024,2023-12-31,2023-12-31,418.88,payment
C-0024,2024-01-31,2024-01-31,418.88,payment
C-0024,2024-03-02,2024-03-02,418.88,payment
C-0024,2024-03-31,2024-03-31,418.88,payment
C-0024,2024-05-01,2024-05-01,418.88,payment
C-0024,2024-05-31,2024-05-31,418.88,payment
C-0024,2024-07-01,2024-07-01,418.88,payment
C-0024,2024-07-31,2024-07-31,418.88,payment
C-0024,2024-08-31,2024-08-31,418.88,payment
C-0024,2024-10-01,2024-10-01,418.88,payment
C-0024,2024-10-31,2024-10-31,418.88,payment
C-0024,2024-12-01,2024-12-13,418.88,payment
C-0025,2022-10-01,2022-10-06,56684.76,payment
C-0025,2023-10-01,2023-10-01,56684.76,payment
C-0025,2024-10-01,2024-10-03,56684.76,payment
C-0026,2024-07-31,2024-07-31,331.45,payment
C-0026,2024-08-31,2024-09-06,331.45,payment
C-0026,2024-10-01,2024-10-01,331.45,payment
C-0026,2024-10-31,2024-11-09,331.45,payment
C-0026,2024-12-01,2024-12-01,331.45,payment
C-0027,2021-10-01,2021-10-01,442.45,payment
C-0027,2021-11-01,2021-11-01,442.45,payment
C-0027,2021-12-01,2021-12-01,442.45,payment
C-0027,2022-01-01,2022-01-01,442.45,payment
C-0027,2022-02-01,2022-02-01,442.45,payment
C-0027,2022-03-01,2022-03-01,442.45,payment
C-0027,2022-04-01,2022-04-06,442.45,payment
C-0027,2022-05-01,2022-05-01,442.45,payment
C-0027,2022-06-01,2022-06-01,442.45,payment
C-0027,2022-07-01,2022-07-01,442.45,payment
C-0027,2022-08-01,2022-08-01,442.45,payment
C-0027,2022-09-01,2022-09-02,442.45,payment
C-0027,2022-10-01,2022-10-01,442.45,payment
C-0027,2022-11-01,2022-11-01,442.45,payment
C-0027,2022-12-01,2022-12-01,442.45,payment
C-0027,2023-01-01,2023-01-01,442.45,payment
C-0027,2023-02-01,2023-02-01,442.45,payment
C-0027,2023-03-01,2023-03-01,442.45,payment
C-0027,2023-04-01,2023-04-01,442.45,payment
C-0027,2023-05-01,2023-05-01,442.45,payment
C-0027,2023-06-01,2023-06-01,442.45,payment
C-0027,2023-07-01,2023-07-01,442.45,payment
C-0027,2023-08-01,2023-08-01,442.45,payment
C-0027,2023-09-01,2023-09-01,442.45,payment
C-0027,2023-10-01,2023-10-01,442.45,payment
C-0027,2023-11-01,2023-11-01,442.45,payment
C-0027,2023-12-01,2023-12-01,442.45,payment
C-0027,2024-01-01,2024-01-01,442.45,payment
C-0027,2024-02-01,2024-02-11,442.45,payment
C-0027,2024-03-01,2024-03-02,442.45,payment
C-0027,2024-04-01,2024-04-01,442.45,payment
C-0027,2024-05-01,2024-05-01,442.45,payment
C-0027,2024-06-01,2024-06-01,442.45,payment
C-0027,2024-07-01,2024-07-13,442.45,payment
C-0027,2024-08-01,2024-08-01,442.45,payment
C-0027,2024-09-01,2024-09-01,442.45,payment
C-0027,2024-10-01,2024-10-01,442.45,payment
C-0027,2024-11-01,2024-11-01,442.45,payment
C-0027,2024-12-01,2024-12-01,442.45,payment
C-0028,2022-12-01,2022-12-02,6574.08,payment
C-0028,2023-12-01,2023-12-11,6574.08,payment
C-0028,2024-12-01,2024-12-02,6574.08,dunning
C-0028,2024-12-01,2024-12-06,6574.08,payment
C-0029,2022-05-01,2022-05-01,144.05,payment
C-0029,2022-06-01,2022-06-01,144.05,payment
C-0029,2022-07-01,2022-07-01,144.05,payment
C-0029,2022-08-01,2022-08-01,144.05,payment
C-0029,2022-09-01,2022-09-03,144.05,payment
C-0029,2022-10-01,2022-10-01,144.05,payment
C-0029,2022-11-01,2022-11-01,144.05,payment
C-0029,2022-12-01,2022-12-01,144.05,payment
C-0029,2023-01-01,2023-01-01,144.05,payment
C-0029,2023-02-01,2023-02-01,144.05,payment
C-0029,2023-03-01,2023-03-04,144.05,payment
C-0029,2023-04-01,2023-04-01,144.05,payment
C-0029,2023-05-01,2023-05-01,144.05,payment
C-0029,2023-06-01,2023-06-01,144.05,payment
C-0029,2023-07-01,2023-07-01,144.05,payment
C-0029,2023-08-01,2023-08-01,144.05,payment
C-0029,2023-09-01,2023-09-01,144.05,payment
C-0029,2023-10-01,2023-10-01,144.05,payment
C-0029,2023-11-01,2023-11-01,144.05,payment
C-0029,2023-12-01,2023-12-10,144.05,payment
C-0029,2024-01-01,2024-01-01,144.05,payment
C-0029,2024-02-01,2024-02-01,144.05,payment
C-0029,2024-03-01,2024-03-01,144.05,payment
C-0029,2024-04-01,2024-04-01,144.05,payment
C-0029,2024-05-01,2024-05-01,144.05,payment
C-0029,2024-06-01,2024-06-01,144.05,payment
C-0029,2024-07-01,2024-07-03,144.05,payment
C-0029,2024-08-01,2024-08-01,144.05,payment
C-0029,2024-09-01,2024-09-01,144.05,payment
C-0029,2024-10-01,2024-10-01,144.05,payment
C-0029,2024-11-01,2024-11-01,144.05,payment
C-0029,2024-12-01,2024-12-01,144.05,payment
C-0030,2024-12-01,2024-12-09,764.77,dunning
C-0030,2024-12-01,2024-12-10,764.77,dunning
C-0030,2024-12-01,2024-12-16,764.77,payment
C-0031,2021-12-01,2021-12-14,2085.84,payment
C-0031,2022-12-01,2022-12-11,2085.84,payment
C-0031,2023-12-01,2023-12-04,2085.84,dunning
C-0031,2023-12-01,2023-12-07,2085.84,payment
C-0031,2024-12-01,2024-12-07,2085.84,payment
C-0032,2024-03-02,2024-03-02,1529.86,payment
C-0032,2024-04-02,2024-04-02,1529.86,payment
C-0032,2024-05-02,2024-05-10,1529.86,payment
C-0032,2024-06-02,2024-06-16,1529.86,payment
C-0032,2024-07-02,2024-07-05,1529.86,payment
C-0032,2024-08-02,2024-08-07,1529.86,payment
C-0032,2024-09-02,2024-09-17,1529.86,payment
C-0032,2024-10-02,2024-10-02,1529.86,payment
C-0032,2024-11-02,2024-11-02,1529.86,payment
C-0032,2024-12-02,2024-12-02,1529.86,payment
C-0033,2021-01-31,2021-01-31,373.6,payment
C-0033,2021-03-03,2021-03-03,373.6,payment
C-0033,2021-03-31,2021-03-31,373.6,payment
C-0033,2021-05-01,2021-05-01,373.6,payment
C-0033,2021-05-31,2021-05-31,373.6,payment
C-0033,2021-07-01,2021-07-01,373.6,payment
C-0033,2021-07-31,2021-07-31,373.6,payment
C-0033,2021-08-31,2021-08-31,373.6,payment
C-0033,2021-10-01,2021-10-01,373.6,payment
C-0033,2021-10-31,2021-10-31,373.6,payment
C-0033,2021-12-01,2021-12-01,373.6,payment
C-0033,2021-12-31,2021-12-31,373.6,payment
C-0033,2022-01-31,2022-01-31,373.6,payment
C-0033,2022-03-03,2022-03-03,373.6,payment
C-0033,2022-03-31,2022-03-31,373.6,payment
C-0033,2022-05-01,2022-05-01,373.6,payment
C-0033,2022-05-31,2022-05-31,373.6,payment
C-0033,2022-07-01,2022-07-01,373.6,payment
